ID,gender,pastPurchases,ageGroup,jobIndustry,wealthSegment,ownsCar,tenure,state,propertyValuation,totalSpent
1929,Female,70-79,30-39,Health,Affluent Customer,No,20-22,VIC,7,1912.36
1930,Male,20-29,18-29,Manufacturing,High Net Worth,No,00-03,VIC,1,2428.87
1931,Male,80-89,40-49,Health,Affluent Customer,No,04-07,QLD,5,384.07
1932,Female,90-99,40-49,Entertainment,Affluent Customer,Yes,00-03,VIC,7,4328.47
1933,Male,70-79,40-49,Manufacturing,Affluent Customer,No,16-19,NSW,11,4404.77
1934,Male,70-79,50-59,,Affluent Customer,Yes,12-15,NSW,10,2439.94
1935,Male,70-79,40-49,,Mass Customer,No,08-11,NSW,8,3568.73
1936,Female,30-39,50-59,Manufacturing,Mass Customer,Yes,12-15,VIC,1,3553.74
1937,Male,60-69,40-49,Health,Mass Customer,No,16-19,NSW,3,4712.24
1939,Male,80-89,18-29,,Mass Customer,Yes,08-11,QLD,3,201.55
1940,Female,50-59,40-49,Manufacturing,High Net Worth,Yes,08-11,QLD,6,3259.41
1941,Male,80-89,18-29,Entertainment,Mass Customer,No,00-03,QLD,8,3130.19
1942,Male,0-9,30-39,Financial Services,High Net Worth,No,16-19,NSW,9,4675.19
1943,Male,30-39,30-39,Financial Services,Affluent Customer,Yes,12-15,NSW,11,357.79
1944,Male,70-79,40-49,Argiculture,High Net Worth,Yes,08-11,VIC,8,1345.75
1945,Male,80-89,40-49,,High Net Worth,Yes,08-11,NSW,9,710.07
1946,Male,30-39,60+,,Mass Customer,No,08-11,NSW,9,4063.82
1947,Female,60-69,50-59,Telecommunications,Affluent Customer,Yes,16-19,NSW,8,3974.81
1948,Female,30-39,50-59,Entertainment,Mass Customer,No,08-11,NSW,7,2425.34
1949,Female,0-9,60+,Manufacturing,Mass Customer,No,04-07,NSW,7,3586.71
1950,Male,20-29,50-59,Manufacturing,Affluent Customer,Yes,16-19,NSW,6,3817.14
1951,Male,90-99,18-29,Manufacturing,Mass Customer,Yes,00-03,VIC,6,1643.25
1952,Female,30-39,40-49,Health,Mass Customer,Yes,08-11,QLD,8,2882.8
1953,Female,20-29,40-49,Financial Services,High Net Worth,No,12-15,VIC,12,3899.78
1954,Male,80-89,50-59,Manufacturing,Affluent Customer,No,04-07,NSW,9,3513.3
1955,Male,10-19,40-49,,Mass Customer,No,08-11,NSW,9,1215.92
1956,Male,30-39,18-29,Health,Affluent Customer,Yes,00-03,QLD,3,1267.19
1957,Male,0-9,40-49,Property,Affluent Customer,No,04-07,VIC,10,5079.91
1958,Female,60-69,30-39,,Mass Customer,No,20-22,NSW,11,1090.71
1959,Male,0-9,40-49,Health,Mass Customer,Yes,16-19,QLD,9,3479.22
1960,Male,80-89,40-49,,Mass Customer,Yes,08-11,QLD,8,2690.06
1961,Female,10-19,60+,,Mass Customer,Yes,12-15,NSW,11,1769.48
1962,Male,10-19,40-49,Retail,Mass Customer,Yes,20-22,NSW,4,758.69
1963,Male,80-89,18-29,Argiculture,Mass Customer,Yes,04-07,QLD,8,1828.47
1964,Female,60-69,50-59,Financial Services,Affluent Customer,Yes,08-11,QLD,7,4239.32
1965,Male,80-89,40-49,Retail,Mass Customer,Yes,00-03,NSW,9,2093.67
1966,Male,70-79,18-29,Financial Services,High Net Worth,No,00-03,NSW,10,1564.56
1967,Female,80-89,30-39,Manufacturing,Affluent Customer,Yes,16-19,NSW,9,5732.11
1968,Female,30-39,18-29,Entertainment,Mass Customer,No,00-03,QLD,3,1810.03
1969,Male,50-59,50-59,IT,Mass Customer,Yes,16-19,VIC,8,2623.56
1970,Male,50-59,30-39,Manufacturing,Mass Customer,No,04-07,VIC,10,2068.29
1971,Female,40-49,18-29,Manufacturing,Mass Customer,Yes,04-07,VIC,5,4812.99
1972,Male,10-19,30-39,IT,Mass Customer,Yes,00-03,NSW,8,2792.56
1973,Female,50-59,40-49,Financial Services,High Net Worth,No,04-07,NSW,10,2092.29
1974,Male,60-69,60+,,Mass Customer,Yes,12-15,NSW,9,1601.33
1975,Female,30-39,50-59,Health,Affluent Customer,No,04-07,QLD,9,79.16
1976,Female,80-89,40-49,Manufacturing,Mass Customer,No,08-11,VIC,7,1731.63
1977,Female,20-29,40-49,Manufacturing,Mass Customer,Yes,04-07,NSW,8,2080.25
1978,Female,50-59,60+,Health,Mass Customer,No,16-19,VIC,9,166.78
1979,Male,90-99,60+,Manufacturing,Mass Customer,Yes,08-11,QLD,2,4541.84
1980,Male,90-99,18-29,Health,High Net Worth,Yes,04-07,NSW,8,4822.39
1981,Male,60-69,30-39,,Affluent Customer,No,12-15,NSW,10,2291.97
1982,Female,80-89,50-59,Financial Services,High Net Worth,Yes,16-19,NSW,2,3939.17
1983,Female,0-9,50-59,Entertainment,Affluent Customer,Yes,16-19,QLD,4,3061.8
1984,Male,70-79,18-29,Health,Mass Customer,Yes,00-03,NSW,10,7256.08
1985,Female,0-9,40-49,,Mass Customer,Yes,16-19,NSW,10,2665.3
1986,Female,50-59,30-39,Retail,Mass Customer,No,16-19,NSW,8,2436.69
1987,Male,50-59,60+,Health,Affluent Customer,No,08-11,NSW,12,711.81
1988,Male,20-29,60+,Property,Mass Customer,No,08-11,VIC,5,6006.4
1989,Female,40-49,40-49,Property,High Net Worth,Yes,16-19,NSW,6,1659.64
1991,Male,30-39,18-29,Health,Mass Customer,Yes,08-11,NSW,10,8256.08
1992,Female,20-29,18-29,Manufacturing,Mass Customer,Yes,00-03,NSW,10,6658.89
1993,Male,80-89,40-49,,High Net Worth,Yes,00-03,NSW,9,2849.22
1994,Female,70-79,30-39,Manufacturing,High Net Worth,No,08-11,VIC,6,3922.29
1995,Female,0-9,50-59,,Mass Customer,Yes,08-11,QLD,9,2094.59
1996,Male,0-9,30-39,Manufacturing,Mass Customer,No,04-07,QLD,8,2525.43
1997,Male,50-59,18-29,,Mass Customer,No,04-07,NSW,11,2854.97
1998,Male,10-19,40-49,Manufacturing,High Net Worth,No,20-22,VIC,7,2715.83
1999,Female,0-9,50-59,Manufacturing,Mass Customer,Yes,04-07,QLD,10,2424.34
2001,Female,20-29,40-49,Manufacturing,Mass Customer,Yes,00-03,NSW,4,5347.87
2002,Female,50-59,40-49,Financial Services,Mass Customer,No,12-15,NSW,6,1637.46
2003,Female,80-89,50-59,Manufacturing,High Net Worth,Yes,08-11,QLD,7,214.37
2004,Male,10-19,50-59,Manufacturing,Affluent Customer,Yes,08-11,NSW,1,2909.67
2005,Female,40-49,40-49,Manufacturing,High Net Worth,No,16-19,VIC,10,2768.43
2006,Female,30-39,18-29,Property,High Net Worth,Yes,00-03,NSW,4,2255.61
2007,Male,0-9,50-59,Manufacturing,Mass Customer,Yes,12-15,NSW,8,4601.81
2008,Male,70-79,18-29,Financial Services,Mass Customer,Yes,00-03,QLD,2,2209.71
2009,Female,10-19,60+,Health,Affluent Customer,Yes,16-19,NSW,8,2357.35
2010,Male,80-89,40-49,Manufacturing,High Net Worth,Yes,04-07,NSW,11,2168.8
2011,Male,60-69,40-49,Manufacturing,High Net Worth,Yes,12-15,NSW,12,560.48
2012,Female,50-59,40-49,Health,High Net Worth,No,04-07,NSW,8,2714.3
2013,Female,90-99,18-29,Health,Affluent Customer,Yes,16-19,NSW,8,5979.35
2014,Female,40-49,30-39,Manufacturing,Mass Customer,Yes,08-11,NSW,10,4281.32
2015,Female,0-9,40-49,Health,Affluent Customer,No,04-07,NSW,9,2970.6
2016,Female,80-89,18-29,Retail,Affluent Customer,Yes,00-03,NSW,11,2390.89
2017,Male,60-69,18-29,Financial Services,Affluent Customer,Yes,04-07,NSW,11,4721.62
2018,Male,80-89,50-59,Financial Services,Affluent Customer,No,12-15,NSW,11,2335.54
2019,Female,40-49,60+,Entertainment,High Net Worth,No,16-19,QLD,2,6325.84
2020,Female,50-59,40-49,Property,Affluent Customer,Yes,12-15,VIC,8,4959.64
2022,Male,70-79,30-39,IT,Affluent Customer,No,04-07,NSW,7,3955.17
2023,Male,10-19,40-49,,High Net Worth,No,08-11,NSW,7,5132.78
2024,Female,60-69,18-29,IT,Mass Customer,Yes,00-03,QLD,3,3558.41
2025,Male,50-59,30-39,,Mass Customer,Yes,00-03,QLD,9,2183.55
2026,Female,60-69,30-39,Property,Mass Customer,Yes,04-07,NSW,7,2168.04
2027,Male,80-89,50-59,,High Net Worth,No,08-11,NSW,10,3237.25
2028,Female,20-29,40-49,Retail,Affluent Customer,Yes,16-19,NSW,8,3648.33
2029,Male,10-19,18-29,Manufacturing,Mass Customer,No,04-07,QLD,8,4156.31
2030,Male,0-9,50-59,Property,High Net Worth,No,12-15,VIC,7,3030.15
2031,Male,90-99,30-39,,Mass Customer,No,12-15,VIC,8,1998.35
2032,Male,90-99,30-39,Property,Mass Customer,Yes,08-11,NSW,8,978.76
2033,Male,30-39,40-49,Health,High Net Worth,No,08-11,NSW,10,2866.53
2034,Female,80-89,40-49,Manufacturing,Mass Customer,No,08-11,NSW,11,2438.26
2035,Male,40-49,40-49,Health,Mass Customer,No,16-19,NSW,7,1405.93
2036,Female,10-19,40-49,,Mass Customer,No,16-19,NSW,10,5490.84
2037,Male,10-19,30-39,IT,Mass Customer,No,04-07,NSW,3,2941.07
2038,Female,0-9,60+,Financial Services,Mass Customer,Yes,04-07,VIC,2,3207.17
2039,Female,30-39,40-49,IT,High Net Worth,Yes,04-07,NSW,8,2094.48
2040,Male,20-29,50-59,Retail,Affluent Customer,Yes,12-15,QLD,9,1364.05
2041,Male,50-59,60+,Financial Services,Mass Customer,No,16-19,NSW,9,3799.86
2042,Male,60-69,50-59,Health,Mass Customer,No,16-19,VIC,4,2006.18
2043,Female,60-69,40-49,,Mass Customer,No,04-07,QLD,6,3472.24
2044,Female,80-89,18-29,Health,Mass Customer,Yes,00-03,NSW,12,3977.45
2045,Female,10-19,30-39,Financial Services,High Net Worth,No,12-15,NSW,11,4267.67
2046,Female,0-9,60+,,Mass Customer,Yes,12-15,NSW,8,9188.77
2047,Female,40-49,40-49,Financial Services,Affluent Customer,Yes,20-22,QLD,7,1952.51
2048,Female,20-29,60+,Financial Services,High Net Worth,No,12-15,NSW,8,5350.0
2049,Male,20-29,50-59,Manufacturing,High Net Worth,No,04-07,NSW,8,940.53
2050,Female,20-29,60+,,Mass Customer,Yes,04-07,NSW,10,2099.4
2051,Female,0-9,60+,Manufacturing,Affluent Customer,No,20-22,NSW,12,6140.66
2052,Male,0-9,60+,Retail,Mass Customer,Yes,08-11,QLD,3,3009.89
2053,Male,0-9,40-49,Financial Services,Affluent Customer,Yes,08-11,QLD,7,4941.18
2054,Male,10-19,18-29,Manufacturing,Mass Customer,Yes,20-22,NSW,11,3000.7
2055,Male,40-49,40-49,Retail,High Net Worth,No,04-07,NSW,3,4284.23
2056,Female,60-69,30-39,Property,High Net Worth,No,20-22,NSW,8,1028.46
2057,Female,90-99,60+,Manufacturing,Affluent Customer,Yes,12-15,VIC,8,5006.98
2058,Female,90-99,40-49,Argiculture,High Net Worth,No,04-07,QLD,1,3634.98
2059,Female,20-29,40-49,,High Net Worth,No,12-15,VIC,10,1500.24
2060,Female,10-19,60+,Financial Services,Mass Customer,No,16-19,VIC,9,5875.14
2061,Female,70-79,30-39,Manufacturing,High Net Worth,No,04-07,QLD,4,3867.74
2062,Male,60-69,40-49,Retail,Mass Customer,No,16-19,QLD,7,3465.41
2063,Male,50-59,50-59,Health,Affluent Customer,No,16-19,VIC,12,1823.0
2064,Male,90-99,50-59,Health,Mass Customer,Yes,16-19,QLD,3,3327.04
2065,Male,60-69,40-49,Retail,Mass Customer,Yes,12-15,NSW,9,2071.89
2066,Male,90-99,50-59,Health,High Net Worth,Yes,12-15,NSW,9,2259.29
2067,Male,80-89,40-49,Health,Mass Customer,No,16-19,NSW,10,3743.8
2068,Female,20-29,60+,,High Net Worth,No,08-11,NSW,1,3933.88
2070,Female,0-9,30-39,,Mass Customer,No,08-11,NSW,7,6433.75
2071,Female,60-69,40-49,,Mass Customer,No,08-11,VIC,10,3588.04
2072,Female,30-39,60+,Financial Services,Mass Customer,Yes,08-11,VIC,9,4136.84
2073,Female,80-89,40-49,Manufacturing,High Net Worth,Yes,08-11,VIC,8,1872.25
2074,Female,90-99,18-29,Financial Services,Mass Customer,No,04-07,NSW,7,0.0
2075,Female,90-99,40-49,Manufacturing,Mass Customer,No,08-11,QLD,4,2302.54
2076,Female,70-79,50-59,Manufacturing,Mass Customer,Yes,04-07,VIC,9,5576.17
2077,Female,60-69,18-29,Financial Services,Mass Customer,Yes,04-07,QLD,8,2429.72
2078,Female,10-19,30-39,Manufacturing,Mass Customer,No,00-03,NSW,9,1976.44
2079,Female,40-49,60+,,High Net Worth,No,08-11,NSW,10,2692.83
2080,Female,10-19,60+,,High Net Worth,No,16-19,NSW,11,3454.88
2081,Female,60-69,40-49,Financial Services,Mass Customer,No,12-15,NSW,12,2531.96
2082,Female,30-39,40-49,Health,Affluent Customer,Yes,16-19,NSW,1,2903.17
2083,Female,0-9,40-49,,Mass Customer,No,04-07,NSW,3,4106.38
2084,Female,0-9,30-39,IT,Mass Customer,Yes,16-19,QLD,2,494.61
2085,Female,80-89,60+,Health,Mass Customer,No,08-11,VIC,7,2196.35
2086,Male,60-69,18-29,Financial Services,High Net Worth,No,00-03,NSW,7,949.58
2087,Male,70-79,50-59,IT,Mass Customer,Yes,12-15,VIC,7,1624.11
2088,Male,0-9,50-59,Financial Services,Mass Customer,Yes,12-15,QLD,7,2927.15
2089,Male,90-99,60+,Financial Services,High Net Worth,No,12-15,NSW,9,119.32
2090,Male,60-69,50-59,Financial Services,Mass Customer,Yes,16-19,NSW,9,289.37
2091,Female,20-29,40-49,Argiculture,Mass Customer,No,08-11,NSW,3,2764.61
2092,Male,10-19,40-49,Manufacturing,High Net Worth,No,16-19,VIC,7,3651.03
2093,Male,90-99,18-29,Financial Services,High Net Worth,No,00-03,NSW,4,3660.48
2094,Male,10-19,30-39,,Mass Customer,No,16-19,QLD,6,1368.37
2095,Female,60-69,30-39,Manufacturing,Affluent Customer,No,08-11,VIC,9,6194.3
2096,Female,70-79,50-59,Telecommunications,High Net Worth,Yes,12-15,NSW,8,4320.42
2097,Male,30-39,30-39,Telecommunications,Mass Customer,No,20-22,QLD,9,4647.42
2098,Female,80-89,50-59,Health,High Net Worth,No,16-19,QLD,2,2293.67
2099,Male,40-49,60+,Financial Services,High Net Worth,Yes,16-19,NSW,8,4576.76
2100,Male,30-39,40-49,IT,Mass Customer,No,12-15,VIC,9,2399.56
2101,Female,70-79,18-29,,Mass Customer,Yes,00-03,VIC,2,5630.14
2102,Male,80-89,40-49,,Affluent Customer,No,04-07,NSW,12,3934.99
2103,Male,90-99,40-49,Financial Services,Affluent Customer,No,16-19,NSW,6,6752.63
2104,Female,30-39,40-49,Financial Services,Mass Customer,No,08-11,QLD,1,2341.58
2105,Male,20-29,40-49,Health,High Net Worth,Yes,04-07,VIC,7,5155.91
2106,Male,90-99,50-59,Financial Services,High Net Worth,Yes,12-15,NSW,10,3249.41
2107,Female,0-9,18-29,IT,Affluent Customer,Yes,04-07,QLD,4,892.5
2108,Female,40-49,30-39,Property,Mass Customer,Yes,16-19,QLD,3,2077.3
2109,Female,10-19,50-59,Health,High Net Worth,Yes,16-19,NSW,8,3670.94
2110,Male,20-29,40-49,Manufacturing,High Net Worth,No,12-15,QLD,6,2299.87
2111,Male,90-99,40-49,Property,Affluent Customer,Yes,12-15,NSW,9,4790.82
2112,Female,60-69,18-29,Financial Services,Mass Customer,Yes,04-07,NSW,8,3696.43
2113,Female,90-99,40-49,Manufacturing,Affluent Customer,No,16-19,QLD,6,2989.64
2114,Male,70-79,60+,Argiculture,High Net Worth,No,16-19,NSW,11,2997.56
2115,Male,10-19,40-49,Health,Mass Customer,Yes,16-19,VIC,4,1168.94
2116,Male,80-89,40-49,Financial Services,Affluent Customer,Yes,08-11,VIC,9,4128.63
2117,Male,70-79,18-29,Health,Affluent Customer,No,00-03,NSW,12,1445.35
2118,Male,20-29,40-49,,High Net Worth,No,04-07,NSW,8,2385.07
2119,Female,50-59,30-39,Financial Services,Mass Customer,No,16-19,QLD,5,1515.92
2120,Male,80-89,18-29,Manufacturing,Mass Customer,No,00-03,NSW,8,2950.99
2121,Female,30-39,30-39,Financial Services,Mass Customer,Yes,20-22,VIC,8,4204.3
2122,Male,80-89,40-49,Health,High Net Worth,Yes,08-11,VIC,10,843.72
2123,Female,30-39,18-29,Manufacturing,Affluent Customer,No,00-03,QLD,10,1009.81
2124,Male,10-19,40-49,Retail,High Net Worth,No,16-19,VIC,8,3900.32
2125,Female,0-9,40-49,Financial Services,High Net Worth,No,16-19,NSW,8,1710.28
2126,Male,60-69,60+,Health,Mass Customer,Yes,16-19,NSW,1,594.06
2127,Female,60-69,40-49,Manufacturing,Mass Customer,No,04-07,VIC,12,1884.62
2128,Male,30-39,40-49,Property,Affluent Customer,Yes,16-19,NSW,10,1596.3
2129,Male,20-29,40-49,Manufacturing,High Net Worth,No,00-03,NSW,9,873.12
2130,Female,90-99,30-39,Property,High Net Worth,Yes,16-19,NSW,2,4253.77
2131,Female,10-19,40-49,,Mass Customer,Yes,04-07,NSW,8,1160.21
2132,Female,10-19,30-39,Financial Services,High Net Worth,Yes,20-22,NSW,9,6401.83
2133,Female,40-49,18-29,Financial Services,High Net Worth,No,00-03,NSW,1,3126.84
2134,Male,10-19,18-29,Manufacturing,Affluent Customer,No,00-03,VIC,3,3923.57
2135,Male,90-99,40-49,,Mass Customer,Yes,12-15,NSW,12,217.51
2136,Female,20-29,50-59,Health,High Net Worth,Yes,04-07,NSW,9,3917.47
2137,Female,40-49,40-49,Manufacturing,Affluent Customer,No,04-07,QLD,9,1433.8
2138,Female,20-29,40-49,Manufacturing,High Net Worth,No,12-15,NSW,8,5474.02
2139,Female,80-89,30-39,IT,Affluent Customer,Yes,04-07,VIC,7,5380.68
2140,Male,50-59,40-49,Telecommunications,High Net Worth,No,20-22,QLD,1,3107.96
2141,Female,50-59,50-59,Financial Services,High Net Worth,Yes,04-07,NSW,10,2611.75
2142,Female,60-69,40-49,,Affluent Customer,No,04-07,QLD,3,5258.12
2143,Male,50-59,50-59,,High Net Worth,Yes,08-11,NSW,8,2067.15
2144,Female,10-19,40-49,Property,Mass Customer,Yes,08-11,NSW,4,5253.88
2145,Female,40-49,60+,Entertainment,Affluent Customer,Yes,16-19,NSW,8,299.27
2146,Male,70-79,50-59,,Mass Customer,No,12-15,NSW,10,1264.62
2147,Male,40-49,18-29,,High Net Worth,Yes,00-03,NSW,8,1419.5
2148,Female,70-79,30-39,Manufacturing,Mass Customer,Yes,12-15,VIC,6,2346.16
2149,Female,20-29,40-49,,High Net Worth,No,04-07,NSW,10,3416.22
2150,Male,70-79,60+,Retail,Affluent Customer,Yes,08-11,QLD,7,2230.22
2151,Male,0-9,30-39,Entertainment,Affluent Customer,No,04-07,QLD,3,4002.96
2152,Female,40-49,50-59,Manufacturing,Mass Customer,Yes,16-19,VIC,10,4281.08
2153,Male,20-29,30-39,Financial Services,Mass Customer,No,08-11,QLD,5,4042.69
2154,Female,80-89,40-49,Manufacturing,High Net Worth,No,04-07,NSW,9,4268.17
2155,Female,20-29,50-59,,Mass Customer,No,12-15,VIC,3,4940.24
2156,Male,90-99,40-49,Retail,Mass Customer,Yes,16-19,NSW,1,2495.43
2157,Female,50-59,40-49,Property,Mass Customer,No,16-19,QLD,8,338.85
2158,Male,10-19,60+,Entertainment,Mass Customer,No,04-07,NSW,9,1650.61
2159,Male,10-19,50-59,,High Net Worth,Yes,04-07,QLD,4,1797.7
2160,Female,60-69,40-49,Health,Mass Customer,Yes,12-15,VIC,8,2672.77
2161,Male,30-39,18-29,Financial Services,Mass Customer,No,04-07,VIC,10,2584.95
2162,Male,40-49,40-49,Financial Services,High Net Worth,Yes,08-11,NSW,8,1779.26
2163,Male,40-49,18-29,,Mass Customer,Yes,04-07,NSW,10,1721.82
2164,Female,10-19,40-49,Financial Services,Mass Customer,Yes,16-19,NSW,9,3328.51
2166,Female,70-79,30-39,Property,Mass Customer,No,16-19,NSW,6,3071.34
2167,Female,30-39,18-29,Entertainment,Mass Customer,No,00-03,NSW,8,1539.6
2168,Male,80-89,40-49,Financial Services,Mass Customer,Yes,16-19,QLD,5,1863.53
2169,Male,80-89,40-49,Financial Services,Mass Customer,No,16-19,NSW,4,5907.85
2170,Male,20-29,50-59,Manufacturing,Affluent Customer,No,04-07,NSW,12,4828.54
2171,Female,20-29,50-59,Health,High Net Worth,No,08-11,NSW,9,1251.33
2172,Male,0-9,40-49,Health,Affluent Customer,Yes,12-15,NSW,10,3814.96
2173,Female,20-29,40-49,IT,Mass Customer,Yes,20-22,NSW,2,2250.33
2174,Male,30-39,50-59,Argiculture,High Net Worth,No,08-11,VIC,6,3051.93
2175,Male,20-29,30-39,Health,Mass Customer,No,12-15,VIC,8,1894.55
2176,Female,70-79,50-59,Property,High Net Worth,Yes,12-15,NSW,5,808.69
2177,Male,30-39,40-49,Health,Mass Customer,No,08-11,NSW,7,2762.18
2178,Female,20-29,60+,Retail,Mass Customer,No,12-15,QLD,8,451.6
2179,Male,10-19,60+,Manufacturing,Mass Customer,No,16-19,VIC,10,3631.27
2180,Male,90-99,60+,,High Net Worth,Yes,12-15,VIC,10,1935.59
2181,Male,90-99,40-49,IT,Mass Customer,Yes,08-11,NSW,11,1765.32
2182,Male,40-49,50-59,Entertainment,High Net Worth,Yes,16-19,QLD,7,4766.82
2183,Female,60-69,40-49,Manufacturing,Mass Customer,Yes,04-07,QLD,4,6513.3
2184,Male,40-49,40-49,Health,Mass Customer,No,08-11,NSW,8,7123.0
2185,Female,40-49,50-59,Property,Mass Customer,No,16-19,NSW,7,3864.96
2186,Female,60-69,50-59,Health,High Net Worth,No,04-07,NSW,9,1956.39
2187,Female,50-59,18-29,Health,Mass Customer,No,00-03,NSW,9,4051.98
2188,Female,80-89,40-49,,Mass Customer,No,16-19,QLD,9,3143.13
2189,Male,40-49,18-29,Financial Services,High Net Worth,No,04-07,QLD,8,4914.08
2190,Female,70-79,40-49,IT,Affluent Customer,No,12-15,NSW,3,6260.31
2191,Male,0-9,40-49,,Mass Customer,Yes,04-07,VIC,11,2754.22
2192,Male,90-99,50-59,,Mass Customer,No,12-15,QLD,1,1679.53
2193,Male,60-69,60+,,Mass Customer,Yes,04-07,VIC,4,2957.42
2194,Female,70-79,60+,Manufacturing,Affluent Customer,Yes,08-11,QLD,11,6198.41
2195,Female,90-99,30-39,Financial Services,Affluent Customer,Yes,12-15,QLD,10,4144.05
2196,Male,60-69,40-49,Retail,High Net Worth,Yes,04-07,NSW,7,985.47
2197,Male,30-39,18-29,Financial Services,Mass Customer,No,04-07,VIC,4,378.15
2198,Male,0-9,18-29,Property,Affluent Customer,Yes,00-03,NSW,6,1152.9
2199,Female,80-89,30-39,Property,High Net Worth,Yes,12-15,NSW,4,1051.84
2200,Male,20-29,30-39,,Affluent Customer,Yes,16-19,NSW,5,761.02
2201,Female,50-59,18-29,Financial Services,Affluent Customer,Yes,00-03,QLD,7,5012.28
2202,Female,40-49,40-49,Financial Services,Affluent Customer,Yes,08-11,NSW,11,5046.64
2203,Male,10-19,18-29,Health,High Net Worth,Yes,00-03,NSW,10,3469.05
2204,Female,10-19,50-59,Entertainment,High Net Worth,No,04-07,NSW,9,3346.58
2206,Male,60-69,60+,Financial Services,Affluent Customer,No,12-15,NSW,5,1464.66
2207,Female,90-99,40-49,Manufacturing,Mass Customer,Yes,16-19,QLD,8,3604.14
2208,Female,50-59,60+,,Mass Customer,No,08-11,NSW,7,2177.68
2209,Male,0-9,18-29,Health,Affluent Customer,Yes,00-03,NSW,8,445.21
2210,Male,10-19,30-39,Health,High Net Worth,No,04-07,VIC,5,4888.71
2211,Female,0-9,40-49,Manufacturing,Mass Customer,Yes,16-19,NSW,10,753.26
2212,Female,20-29,40-49,Manufacturing,Affluent Customer,Yes,20-22,QLD,7,1130.53
2213,Female,70-79,18-29,,Affluent Customer,Yes,04-07,NSW,9,4212.47
2214,Male,50-59,60+,Manufacturing,High Net Worth,Yes,08-11,NSW,8,2328.51
2215,Female,50-59,40-49,Financial Services,Mass Customer,Yes,16-19,VIC,6,327.23
2216,Female,20-29,50-59,Property,High Net Worth,Yes,08-11,NSW,7,1644.61
2217,Male,90-99,30-39,Financial Services,Mass Customer,No,16-19,QLD,2,3905.42
2218,Female,90-99,18-29,Health,Affluent Customer,No,04-07,VIC,1,2743.56
2219,Male,70-79,30-39,,High Net Worth,Yes,00-03,VIC,9,3493.02
2220,Male,30-39,60+,Financial Services,Mass Customer,Yes,12-15,NSW,9,2129.07
2221,Male,80-89,18-29,Argiculture,Affluent Customer,No,04-07,QLD,5,4651.26
2222,Female,20-29,40-49,Financial Services,Mass Customer,No,12-15,NSW,6,2541.87
2223,Female,30-39,30-39,Health,Mass Customer,No,12-15,VIC,5,2259.02
2224,Female,0-9,18-29,Retail,High Net Worth,Yes,04-07,NSW,6,1041.01
2225,Female,40-49,30-39,Health,Affluent Customer,No,16-19,QLD,4,3512.1
2226,Female,10-19,60+,Entertainment,Mass Customer,No,08-11,QLD,8,3121.7
2227,Male,40-49,40-49,Property,Affluent Customer,Yes,08-11,VIC,7,2168.4
2228,Female,10-19,60+,Manufacturing,High Net Worth,No,08-11,VIC,3,1425.27
2229,Female,70-79,60+,Financial Services,Affluent Customer,Yes,04-07,NSW,8,2114.24
2230,Female,50-59,40-49,,Mass Customer,No,16-19,VIC,8,3263.4
2231,Female,60-69,60+,,Mass Customer,No,12-15,QLD,8,2685.1
2232,Male,60-69,30-39,,Mass Customer,Yes,08-11,NSW,1,2198.56
2233,Female,40-49,40-49,,Mass Customer,Yes,08-11,NSW,9,2332.59
2234,Male,40-49,30-39,Manufacturing,Mass Customer,No,16-19,NSW,12,1409.35
2235,Female,70-79,40-49,Health,Affluent Customer,No,16-19,QLD,5,3649.92
2236,Male,0-9,50-59,Manufacturing,Affluent Customer,Yes,12-15,NSW,5,2123.71
2237,Female,80-89,50-59,,Mass Customer,Yes,08-11,NSW,7,2501.42
2238,Female,90-99,40-49,Retail,Mass Customer,Yes,12-15,VIC,9,2411.83
2239,Female,0-9,60+,Property,High Net Worth,Yes,08-11,NSW,1,736.73
2240,Male,0-9,50-59,Manufacturing,High Net Worth,Yes,16-19,VIC,7,6128.3
2241,Male,40-49,40-49,Financial Services,High Net Worth,No,08-11,VIC,6,1454.39
2242,Female,20-29,40-49,,Mass Customer,Yes,20-22,VIC,9,898.82
2243,Female,70-79,40-49,,Affluent Customer,Yes,04-07,NSW,8,1115.15
2244,Male,90-99,40-49,Manufacturing,Mass Customer,No,04-07,NSW,10,1796.0
2245,Female,10-19,40-49,Argiculture,Mass Customer,No,00-03,QLD,1,3320.78
2246,Male,10-19,40-49,,Mass Customer,Yes,12-15,NSW,7,2217.49
2247,Female,10-19,18-29,Retail,High Net Worth,Yes,00-03,NSW,12,3365.11
2248,Female,30-39,18-29,Manufacturing,Mass Customer,No,00-03,VIC,12,3914.5
2249,Female,0-9,18-29,Financial Services,Mass Customer,No,04-07,NSW,9,2057.46
2250,Male,70-79,18-29,Telecommunications,High Net Worth,No,04-07,NSW,1,1074.88
2251,Male,60-69,60+,Property,High Net Worth,No,16-19,VIC,3,2338.45
2253,Female,20-29,60+,Manufacturing,Affluent Customer,Yes,12-15,NSW,10,1639.55
2254,Female,30-39,60+,Health,Affluent Customer,No,16-19,NSW,8,2318.89
2255,Male,90-99,18-29,Health,Affluent Customer,Yes,04-07,NSW,1,1458.7
2256,Female,20-29,40-49,Retail,Mass Customer,No,12-15,NSW,9,1461.0
2257,Male,20-29,40-49,Entertainment,Mass Customer,No,12-15,NSW,11,2913.92
